ID,Class,Timestamp,Line Bound
3,truck,00:00:00.599,Red Line Bound
2,car,00:00:02.333,Red Line Bound
4,car,00:00:03.199,Red Line Bound
6,car,00:00:04.466,Red Line Bound
10,car,00:00:05.399,Red Line Bound
8,truck,00:00:05.999,Red Line Bound
13,car,00:00:07.333,Red Line Bound
12,car,00:00:09.266,Red Line Bound
19,truck,00:00:10.066,Red Line Bound
18,car,00:00:10.199,Red Line Bound
21,car,00:00:11.399,Red Line Bound
20,car,00:00:12.666,Red Line Bound
22,car,00:00:12.666,Red Line Bound
25,car,00:00:14.133,Red Line Bound
23,truck,00:00:14.799,Red Line Bound
1,car,00:00:16.466,Red Line Bound
35,bus,00:00:20.466,Red Line Bound
36,car,00:00:21.133,Red Line Bound
39,car,00:00:21.599,Red Line Bound
31,car,00:00:25.933,Red Line Bound
40,car,00:00:30.199,Red Line Bound
41,car,00:00:33.199,Red Line Bound
44,car,00:00:39.399,Red Line Bound
45,car,00:00:39.533,Red Line Bound
50,car,00:00:41.666,Red Line Bound
52,truck,00:00:46.599,Red Line Bound
54,car,00:00:46.866,Red Line Bound
61,car,00:00:47.533,Red Line Bound
56,car,00:00:47.933,Red Line Bound
63,truck,00:00:51.999,Red Line Bound
67,car,00:00:55.266,Red Line Bound
65,car,00:00:55.466,Red Line Bound
70,truck,00:00:57.999,Red Line Bound
73,car,00:01:00.266,Red Line Bound
75,car,00:01:01.999,Red Line Bound
79,truck,00:01:04.733,Red Line Bound
84,car,00:01:07.799,Red Line Bound
86,car,00:01:11.866,Red Line Bound
87,car,00:01:12.866,Red Line Bound
88,car,00:01:13.266,Red Line Bound
90,truck,00:01:16.199,Red Line Bound
94,car,00:01:16.266,Red Line Bound
100,car,00:01:17.333,Red Line Bound
101,car,00:01:18.866,Red Line Bound
108,car,00:01:21.333,Red Line Bound
115,car,00:01:27.266,Red Line Bound
118,car,00:01:31.599,Red Line Bound
125,car,00:01:33.866,Red Line Bound
129,car,00:01:35.933,Red Line Bound
123,car,00:01:36.199,Red Line Bound
130,car,00:01:38.733,Red Line Bound
134,car,00:01:40.133,Red Line Bound
138,person,00:01:40.333,Blue Line Bound
128,car,00:01:44.933,Red Line Bound
139,car,00:01:46.399,Red Line Bound
142,truck,00:01:46.799,Red Line Bound
135,truck,00:01:48.266,Red Line Bound
147,car,00:01:49.999,Red Line Bound
144,car,00:01:50.666,Red Line Bound
149,car,00:01:51.466,Red Line Bound
148,truck,00:01:52.933,Red Line Bound
167,car,00:01:59.866,Red Line Bound
168,car,00:02:06.199,Red Line Bound
171,car,00:02:07.333,Red Line Bound
169,car,00:02:07.399,Red Line Bound
175,car,00:02:09.999,Red Line Bound
176,truck,00:02:10.066,Red Line Bound
180,car,00:02:12.599,Red Line Bound
183,car,00:02:14.466,Red Line Bound
181,car,00:02:14.733,Red Line Bound
189,car,00:02:16.333,Red Line Bound
190,car,00:02:17.266,Red Line Bound
191,car,00:02:17.333,Red Line Bound
194,car,00:02:19.999,Red Line Bound
195,car,00:02:20.999,Red Line Bound
196,car,00:02:21.399,Red Line Bound
198,car,00:02:21.666,Red Line Bound
200,car,00:02:23.799,Red Line Bound
204,car,00:02:24.333,Red Line Bound
209,car,00:02:25.133,Red Line Bound
213,car,00:02:26.133,Red Line Bound
202,car,00:02:27.133,Red Line Bound
214,car,00:02:28.266,Red Line Bound
216,car,00:02:31.599,Red Line Bound
220,truck,00:02:34.799,Red Line Bound
165,car,00:02:37.133,Red Line Bound
221,car,00:02:40.133,Red Line Bound
224,car,00:02:40.199,Red Line Bound
231,car,00:02:47.866,Red Line Bound
237,truck,00:02:51.533,Red Line Bound
205,car,00:02:51.599,Red Line Bound
238,car,00:02:52.866,Red Line Bound
240,car,00:02:55.599,Red Line Bound
242,car,00:02:58.199,Red Line Bound
244,truck,00:03:00.666,Red Line Bound
232,bus,00:03:03.333,Red Line Bound
251,car,00:03:07.399,Red Line Bound
259,car,00:03:18.999,Red Line Bound
261,truck,00:03:19.666,Red Line Bound
258,car,00:03:20.599,Red Line Bound
263,car,00:03:23.066,Red Line Bound
270,car,00:03:25.266,Red Line Bound
266,car,00:03:25.666,Red Line Bound
267,car,00:03:27.466,Red Line Bound
271,car,00:03:31.066,Red Line Bound
274,car,00:03:31.599,Red Line Bound
280,car,00:03:34.133,Red Line Bound
277,car,00:03:34.733,Red Line Bound
284,truck,00:03:35.933,Red Line Bound
286,car,00:03:37.399,Red Line Bound
289,car,00:03:40.799,Red Line Bound
291,car,00:03:41.399,Red Line Bound
292,car,00:03:43.199,Red Line Bound
294,truck,00:03:44.799,Red Line Bound
300,car,00:03:47.133,Red Line Bound
303,bus,00:03:49.533,Red Line Bound
304,truck,00:03:55.333,Red Line Bound
311,truck,00:03:56.533,Red Line Bound
314,car,00:03:58.066,Red Line Bound
316,car,00:03:58.333,Red Line Bound
326,truck,00:04:00.533,Red Line Bound
327,truck,00:04:01.399,Red Line Bound
320,car,00:04:01.466,Red Line Bound
328,car,00:04:03.466,Red Line Bound
331,car,00:04:04.133,Red Line Bound
337,car,00:04:06.266,Red Line Bound
338,car,00:04:06.399,Red Line Bound
350,car,00:04:08.266,Red Line Bound
347,car,00:04:08.533,Red Line Bound
351,truck,00:04:10.733,Red Line Bound
358,car,00:04:12.333,Red Line Bound
360,truck,00:04:13.133,Red Line Bound
363,car,00:04:14.866,Red Line Bound
370,car,00:04:16.999,Red Line Bound
339,truck,00:04:19.333,Red Line Bound
373,truck,00:04:29.199,Red Line Bound
374,truck,00:04:30.866,Red Line Bound
377,car,00:04:36.933,Red Line Bound
383,car,00:04:38.799,Red Line Bound
382,car,00:04:38.999,Red Line Bound
384,car,00:04:40.733,Red Line Bound
386,car,00:04:42.933,Red Line Bound
392,car,00:04:46.666,Red Line Bound
394,car,00:04:50.533,Red Line Bound
397,car,00:05:10.333,Red Line Bound
398,car,00:05:14.866,Red Line Bound
399,car,00:05:14.933,Red Line Bound
400,car,00:05:16.266,Red Line Bound
408,car,00:05:16.466,Red Line Bound
402,car,00:05:17.933,Red Line Bound
403,truck,00:05:19.199,Red Line Bound
406,car,00:05:19.733,Red Line Bound
410,car,00:05:21.466,Red Line Bound
413,car,00:05:23.933,Red Line Bound
417,car,00:05:25.666,Red Line Bound
414,car,00:05:26.133,Red Line Bound
418,car,00:05:28.733,Red Line Bound
420,car,00:05:32.999,Red Line Bound
421,car,00:05:35.533,Red Line Bound
422,car,00:05:36.599,Red Line Bound
423,car,00:05:37.066,Red Line Bound
424,car,00:05:37.133,Red Line Bound
425,car,00:05:39.733,Red Line Bound
426,car,00:05:39.933,Red Line Bound
432,car,00:05:44.466,Red Line Bound
435,car,00:05:44.466,Red Line Bound
436,car,00:05:47.133,Red Line Bound
438,car,00:05:49.533,Red Line Bound
441,car,00:05:49.933,Red Line Bound
450,car,00:05:51.799,Red Line Bound
447,car,00:05:51.866,Red Line Bound
452,car,00:05:52.066,Red Line Bound
456,car,00:05:52.466,Red Line Bound
457,car,00:05:55.266,Red Line Bound
461,person,00:05:55.466,Blue Line Bound
460,car,00:05:56.666,Red Line Bound
462,car,00:05:58.599,Red Line Bound
467,car,00:06:03.133,Red Line Bound
465,car,00:06:03.466,Red Line Bound
474,truck,00:06:04.533,Red Line Bound
475,car,00:06:05.533,Red Line Bound
480,truck,00:06:08.133,Red Line Bound
477,car,00:06:08.199,Red Line Bound
482,car,00:06:10.466,Red Line Bound
484,car,00:06:11.066,Red Line Bound
487,car,00:06:11.933,Red Line Bound
488,car,00:06:12.733,Red Line Bound
491,truck,00:06:14.933,Red Line Bound
411,car,00:06:16.399,Red Line Bound
494,car,00:06:16.866,Red Line Bound
500,car,00:06:17.666,Red Line Bound
504,car,00:06:20.933,Red Line Bound
509,car,00:06:22.199,Red Line Bound
505,car,00:06:23.866,Red Line Bound
445,car,00:06:25.199,Red Line Bound
510,car,00:06:27.666,Red Line Bound
486,car,00:06:27.866,Red Line Bound
514,car,00:06:30.733,Red Line Bound
511,car,00:06:31.133,Red Line Bound
515,car,00:06:32.799,Red Line Bound
516,car,00:06:32.933,Red Line Bound
517,car,00:06:35.799,Red Line Bound
522,car,00:06:43.399,Red Line Bound
525,car,00:06:49.733,Red Line Bound
529,car,00:06:50.066,Red Line Bound
527,car,00:06:51.866,Red Line Bound
526,truck,00:06:51.866,Red Line Bound
530,car,00:06:53.933,Red Line Bound
532,truck,00:06:54.333,Red Line Bound
534,car,00:06:55.199,Red Line Bound
538,person,00:06:57.466,Blue Line Bound
545,car,00:06:58.199,Red Line Bound
544,car,00:06:58.666,Red Line Bound
547,car,00:07:00.466,Red Line Bound
548,car,00:07:00.799,Red Line Bound
549,car,00:07:02.333,Red Line Bound
554,car,00:07:02.799,Red Line Bound
552,car,00:07:04.599,Red Line Bound
553,car,00:07:06.466,Red Line Bound
556,car,00:07:09.666,Red Line Bound
557,truck,00:07:14.466,Red Line Bound
558,car,00:07:15.933,Red Line Bound
566,car,00:07:18.666,Red Line Bound
568,car,00:07:20.266,Red Line Bound
569,car,00:07:22.533,Red Line Bound
574,car,00:07:25.666,Red Line Bound
567,car,00:07:26.666,Red Line Bound
573,car,00:07:28.333,Red Line Bound
582,car,00:07:30.666,Red Line Bound
572,car,00:07:31.999,Red Line Bound
583,truck,00:07:34.466,Red Line Bound
586,car,00:07:37.666,Red Line Bound
592,car,00:07:43.533,Red Line Bound
588,car,00:07:44.399,Red Line Bound
589,truck,00:07:44.999,Red Line Bound
594,car,00:07:45.133,Red Line Bound
593,car,00:07:47.666,Red Line Bound
584,person,00:07:49.999,Blue Line Bound
598,car,00:07:51.999,Red Line Bound
601,car,00:07:52.199,Red Line Bound
599,car,00:07:53.466,Red Line Bound
600,car,00:07:53.866,Red Line Bound
603,car,00:07:55.399,Red Line Bound
605,car,00:07:56.266,Red Line Bound
609,car,00:07:56.333,Red Line Bound
617,car,00:07:56.733,Red Line Bound
612,car,00:07:57.933,Red Line Bound
620,car,00:07:58.599,Red Line Bound
614,car,00:07:58.666,Red Line Bound
623,car,00:07:59.866,Red Line Bound
625,car,00:07:59.999,Red Line Bound
630,car,00:08:00.333,Red Line Bound
628,truck,00:08:02.333,Red Line Bound
634,truck,00:08:02.933,Red Line Bound
629,truck,00:08:03.133,Red Line Bound
643,car,00:08:03.733,Red Line Bound
650,car,00:08:05.666,Red Line Bound
641,car,00:08:06.333,Red Line Bound
646,truck,00:08:06.999,Red Line Bound
655,car,00:08:07.466,Red Line Bound
665,car,00:08:07.666,Red Line Bound
659,car,00:08:09.733,Red Line Bound
656,car,00:08:09.799,Red Line Bound
670,car,00:08:10.599,Red Line Bound
673,car,00:08:11.199,Red Line Bound
682,car,00:08:12.866,Red Line Bound
678,car,00:08:13.133,Red Line Bound
676,car,00:08:14.066,Red Line Bound
679,car,00:08:14.866,Red Line Bound
688,car,00:08:18.399,Red Line Bound
691,car,00:08:21.999,Red Line Bound
693,car,00:08:23.533,Red Line Bound
661,car,00:08:25.466,Red Line Bound
698,car,00:08:25.799,Red Line Bound
696,car,00:08:27.599,Red Line Bound
700,car,00:08:32.666,Red Line Bound
702,car,00:08:33.933,Red Line Bound
701,car,00:08:34.266,Red Line Bound
703,car,00:08:36.666,Red Line Bound
705,car,00:08:38.866,Red Line Bound
707,car,00:08:39.333,Red Line Bound
704,car,00:08:39.733,Red Line Bound
710,car,00:08:43.333,Red Line Bound
713,car,00:08:49.466,Red Line Bound
715,car,00:08:54.199,Red Line Bound
723,car,00:08:58.399,Red Line Bound
714,person,00:08:58.599,Blue Line Bound
725,car,00:09:02.733,Red Line Bound
685,car,00:09:06.466,Red Line Bound
732,person,00:09:07.333,Blue Line Bound
734,car,00:09:10.333,Red Line Bound
745,car,00:09:13.666,Red Line Bound
751,car,00:09:14.266,Red Line Bound
724,car,00:09:16.199,Red Line Bound
747,car,00:09:16.999,Red Line Bound
730,car,00:09:18.666,Red Line Bound
744,car,00:09:20.799,Red Line Bound
736,car,00:09:21.333,Red Line Bound
752,car,00:09:22.133,Red Line Bound
746,truck,00:09:23.533,Red Line Bound
769,car,00:09:25.799,Red Line Bound
765,car,00:09:27.333,Red Line Bound
748,car,00:09:33.066,Red Line Bound
775,car,00:09:35.133,Red Line Bound
781,person,00:09:37.066,Blue Line Bound
776,bus,00:09:37.466,Red Line Bound
779,car,00:09:39.933,Red Line Bound
782,car,00:09:40.799,Red Line Bound
795,truck,00:09:45.133,Red Line Bound
796,truck,00:09:46.599,Red Line Bound
792,car,00:09:47.199,Red Line Bound
799,car,00:09:47.733,Red Line Bound
800,truck,00:09:48.066,Red Line Bound
803,car,00:09:48.999,Red Line Bound
804,truck,00:09:49.933,Red Line Bound
825,car,00:09:52.466,Red Line Bound
818,car,00:09:53.599,Red Line Bound
836,truck,00:09:55.066,Red Line Bound
831,car,00:09:56.066,Red Line Bound
844,truck,00:09:57.933,Red Line Bound
845,car,00:09:58.666,Red Line Bound
850,truck,00:10:03.066,Red Line Bound
847,car,00:10:03.199,Red Line Bound
854,car,00:10:04.866,Red Line Bound
851,car,00:10:05.733,Red Line Bound
806,truck,00:10:08.799,Red Line Bound
774,car,00:10:08.999,Red Line Bound
856,car,00:10:11.066,Red Line Bound
863,person,00:10:17.999,Blue Line Bound
865,car,00:10:24.333,Red Line Bound
866,car,00:10:25.933,Red Line Bound
867,truck,00:10:29.866,Red Line Bound
869,car,00:10:31.799,Red Line Bound
871,car,00:10:32.466,Red Line Bound
872,car,00:10:33.199,Red Line Bound
877,car,00:10:35.466,Red Line Bound
879,car,00:10:36.533,Red Line Bound
885,car,00:10:43.333,Red Line Bound
886,car,00:10:49.266,Red Line Bound
892,car,00:11:02.066,Red Line Bound
887,truck,00:11:02.666,Red Line Bound
896,car,00:11:03.866,Red Line Bound
899,car,00:11:04.399,Red Line Bound
897,car,00:11:05.599,Red Line Bound
900,car,00:11:06.799,Red Line Bound
902,car,00:11:07.333,Red Line Bound
901,car,00:11:08.066,Red Line Bound
905,car,00:11:13.066,Red Line Bound
908,truck,00:11:16.666,Red Line Bound
911,car,00:11:24.133,Red Line Bound
917,truck,00:11:29.466,Red Line Bound
920,car,00:11:31.999,Red Line Bound
925,car,00:11:36.799,Red Line Bound
924,car,00:11:38.866,Red Line Bound
926,car,00:11:40.066,Red Line Bound
930,car,00:11:41.933,Red Line Bound
927,car,00:11:42.733,Red Line Bound
937,car,00:11:43.933,Red Line Bound
931,car,00:11:45.133,Red Line Bound
914,person,00:11:45.266,Blue Line Bound
915,car,00:11:46.599,Red Line Bound
939,car,00:11:47.066,Red Line Bound
936,car,00:11:47.866,Red Line Bound
913,car,00:11:48.533,Red Line Bound
941,car,00:11:48.866,Red Line Bound
944,truck,00:11:50.066,Red Line Bound
946,car,00:11:51.266,Red Line Bound
928,truck,00:11:51.533,Red Line Bound
949,car,00:11:58.466,Red Line Bound
950,car,00:12:00.866,Red Line Bound
955,truck,00:12:04.333,Red Line Bound
957,car,00:12:05.533,Red Line Bound
962,car,00:12:09.466,Red Line Bound
966,car,00:12:11.399,Red Line Bound
971,person,00:12:11.599,Blue Line Bound
967,truck,00:12:13.533,Red Line Bound
974,car,00:12:17.599,Red Line Bound
938,car,00:12:18.599,Red Line Bound
976,car,00:12:19.599,Red Line Bound
977,car,00:12:20.933,Red Line Bound
978,car,00:12:22.466,Red Line Bound
981,truck,00:12:36.466,Red Line Bound
983,car,00:12:36.933,Red Line Bound
984,car,00:12:38.399,Red Line Bound
989,car,00:12:40.133,Red Line Bound
994,car,00:12:48.866,Red Line Bound
997,car,00:12:50.599,Red Line Bound
998,car,00:12:52.666,Red Line Bound
1000,car,00:12:54.066,Red Line Bound
999,car,00:12:54.399,Red Line Bound
1001,car,00:12:56.133,Red Line Bound
1002,truck,00:12:58.933,Red Line Bound
1010,car,00:13:02.666,Red Line Bound
1005,truck,00:13:03.066,Red Line Bound
1009,car,00:13:05.133,Red Line Bound
1012,car,00:13:05.999,Red Line Bound
1017,car,00:13:07.733,Red Line Bound
1013,car,00:13:09.333,Red Line Bound
1018,car,00:13:10.466,Red Line Bound
1019,car,00:13:12.866,Red Line Bound
1020,car,00:13:14.999,Red Line Bound
1026,truck,00:13:16.399,Red Line Bound
1033,car,00:13:17.399,Red Line Bound
1027,car,00:13:18.866,Red Line Bound
1028,car,00:13:19.666,Red Line Bound
1032,car,00:13:21.999,Red Line Bound
1040,car,00:13:22.133,Red Line Bound
1042,car,00:13:27.333,Red Line Bound
1043,car,00:13:28.066,Red Line Bound
1045,car,00:13:31.333,Red Line Bound
1047,car,00:13:31.599,Red Line Bound
1046,car,00:13:32.399,Red Line Bound
1057,car,00:13:35.999,Red Line Bound
1060,car,00:13:38.333,Red Line Bound
1052,car,00:13:38.333,Red Line Bound
1063,car,00:13:40.399,Red Line Bound
1062,car,00:13:41.333,Red Line Bound
1069,truck,00:13:42.733,Red Line Bound
1064,car,00:13:43.466,Red Line Bound
1071,truck,00:13:45.199,Red Line Bound
1068,car,00:13:45.333,Red Line Bound
1074,car,00:13:47.733,Red Line Bound
1079,car,00:13:48.133,Red Line Bound
1076,truck,00:13:48.466,Red Line Bound
1085,truck,00:13:49.533,Red Line Bound
1084,car,00:13:50.399,Red Line Bound
1095,car,00:13:51.999,Red Line Bound
1096,car,00:13:53.199,Red Line Bound
1094,car,00:13:54.533,Red Line Bound
1099,car,00:13:57.066,Red Line Bound
1105,car,00:13:59.599,Red Line Bound
1103,car,00:14:00.266,Red Line Bound
1109,car,00:14:01.733,Red Line Bound
1102,person,00:14:04.466,Blue Line Bound
1118,person,00:14:06.999,Blue Line Bound
1107,truck,00:14:08.799,Red Line Bound
