ID,Class,Timestamp,Line Bound
1,car,00:00:01.066,Red Line Bound
5,car,00:00:02.666,Red Line Bound
4,car,00:00:02.866,Red Line Bound
6,car,00:00:19.333,Red Line Bound
7,car,00:00:21.399,Red Line Bound
14,car,00:00:34.533,Red Line Bound
17,car,00:00:36.533,Red Line Bound
16,car,00:00:36.933,Red Line Bound
18,car,00:00:38.399,Red Line Bound
19,car,00:00:40.199,Red Line Bound
21,car,00:00:42.333,Red Line Bound
26,car,00:00:44.999,Red Line Bound
23,car,00:00:45.466,Red Line Bound
27,car,00:00:48.733,Red Line Bound
29,car,00:00:50.399,Red Line Bound
31,car,00:00:51.399,Red Line Bound
30,car,00:00:51.733,Red Line Bound
10,car,00:00:54.266,Red Line Bound
22,car,00:00:55.999,Red Line Bound
33,car,00:00:57.999,Red Line Bound
34,car,00:00:59.799,Red Line Bound
36,car,00:01:01.199,Red Line Bound
43,car,00:01:07.399,Red Line Bound
44,car,00:01:13.466,Red Line Bound
45,car,00:01:19.399,Red Line Bound
46,car,00:01:22.199,Red Line Bound
47,car,00:01:29.533,Red Line Bound
49,car,00:01:31.733,Red Line Bound
50,car,00:01:32.666,Red Line Bound
51,car,00:01:34.266,Red Line Bound
53,car,00:01:39.199,Red Line Bound
55,car,00:01:39.799,Red Line Bound
59,car,00:01:47.266,Red Line Bound
58,person,00:01:51.333,Blue Line Bound
60,car,00:01:55.933,Red Line Bound
61,person,00:02:02.333,Blue Line Bound
62,car,00:02:08.066,Red Line Bound
65,car,00:02:12.133,Red Line Bound
67,car,00:02:18.133,Red Line Bound
68,car,00:02:22.866,Red Line Bound
69,car,00:02:24.333,Red Line Bound
66,car,00:02:26.999,Red Line Bound
72,car,00:02:30.133,Red Line Bound
74,car,00:02:42.066,Red Line Bound
75,car,00:02:44.466,Red Line Bound
77,car,00:02:46.533,Red Line Bound
76,car,00:02:46.733,Red Line Bound
78,car,00:02:49.066,Red Line Bound
79,car,00:02:52.799,Red Line Bound
80,car,00:02:56.266,Red Line Bound
81,car,00:02:57.266,Red Line Bound
82,car,00:02:58.333,Red Line Bound
83,car,00:03:00.733,Red Line Bound
87,car,00:03:01.333,Red Line Bound
88,car,00:03:02.199,Red Line Bound
84,car,00:03:03.199,Red Line Bound
89,car,00:03:04.933,Red Line Bound
96,truck,00:03:04.933,Red Line Bound
92,car,00:03:06.933,Red Line Bound
99,truck,00:03:11.666,Red Line Bound
101,car,00:03:12.733,Red Line Bound
103,car,00:03:19.266,Red Line Bound
104,car,00:03:21.199,Red Line Bound
105,car,00:03:25.466,Red Line Bound
107,car,00:03:26.266,Red Line Bound
106,truck,00:03:27.666,Red Line Bound
108,car,00:03:29.599,Red Line Bound
116,car,00:03:29.866,Red Line Bound
119,car,00:03:42.666,Red Line Bound
118,car,00:03:44.133,Red Line Bound
120,car,00:03:45.199,Red Line Bound
128,truck,00:04:03.666,Red Line Bound
131,car,00:04:05.599,Red Line Bound
141,car,00:04:06.133,Red Line Bound
143,car,00:04:08.066,Red Line Bound
145,car,00:04:09.399,Red Line Bound
147,car,00:04:09.933,Red Line Bound
144,car,00:04:10.666,Red Line Bound
149,car,00:04:13.466,Red Line Bound
152,car,00:04:14.933,Red Line Bound
153,car,00:04:17.199,Red Line Bound
155,car,00:04:19.066,Red Line Bound
156,car,00:04:19.266,Red Line Bound
157,car,00:04:20.999,Red Line Bound
158,truck,00:04:23.599,Red Line Bound
159,car,00:04:24.866,Red Line Bound
162,car,00:04:26.733,Red Line Bound
163,car,00:04:29.866,Red Line Bound
164,car,00:04:31.399,Red Line Bound
165,car,00:04:32.733,Red Line Bound
167,car,00:04:35.199,Red Line Bound
168,car,00:04:35.199,Red Line Bound
170,car,00:04:36.933,Red Line Bound
171,car,00:04:39.933,Red Line Bound
172,car,00:04:41.266,Red Line Bound
174,car,00:04:42.599,Red Line Bound
181,truck,00:04:44.999,Red Line Bound
177,car,00:04:45.066,Red Line Bound
176,car,00:04:47.333,Red Line Bound
182,car,00:04:49.133,Red Line Bound
185,car,00:04:49.466,Red Line Bound
188,car,00:04:50.466,Red Line Bound
189,car,00:04:50.666,Red Line Bound
186,car,00:04:51.466,Red Line Bound
192,car,00:04:53.533,Red Line Bound
198,car,00:04:53.799,Red Line Bound
200,car,00:04:57.266,Red Line Bound
201,car,00:04:58.133,Red Line Bound
206,car,00:04:58.333,Red Line Bound
202,car,00:04:58.999,Red Line Bound
210,car,00:05:00.399,Red Line Bound
209,car,00:05:01.666,Red Line Bound
199,car,00:05:02.066,Red Line Bound
211,car,00:05:10.866,Red Line Bound
213,car,00:05:12.199,Red Line Bound
214,car,00:05:23.133,Red Line Bound
215,car,00:05:27.866,Red Line Bound
216,truck,00:05:38.266,Red Line Bound
217,car,00:05:47.466,Red Line Bound
218,truck,00:05:49.266,Red Line Bound
223,car,00:05:52.866,Red Line Bound
225,car,00:05:56.333,Red Line Bound
227,car,00:05:59.266,Red Line Bound
228,truck,00:06:00.866,Red Line Bound
231,car,00:06:03.733,Red Line Bound
232,car,00:06:08.199,Red Line Bound
233,car,00:06:10.666,Red Line Bound
235,car,00:06:12.999,Red Line Bound
236,car,00:06:14.733,Red Line Bound
238,car,00:06:18.466,Red Line Bound
237,car,00:06:18.733,Red Line Bound
240,car,00:06:22.599,Red Line Bound
242,car,00:06:26.399,Red Line Bound
241,car,00:06:27.733,Red Line Bound
243,car,00:06:28.333,Red Line Bound
245,car,00:06:29.933,Red Line Bound
254,car,00:06:32.599,Red Line Bound
255,car,00:06:33.866,Red Line Bound
256,car,00:06:35.533,Red Line Bound
257,car,00:06:38.799,Red Line Bound
258,car,00:06:41.133,Red Line Bound
259,bus,00:06:46.733,Red Line Bound
260,car,00:06:52.733,Red Line Bound
261,car,00:07:00.333,Red Line Bound
262,car,00:07:01.066,Red Line Bound
264,car,00:07:03.199,Red Line Bound
267,car,00:07:16.533,Red Line Bound
268,car,00:07:19.999,Red Line Bound
269,truck,00:07:21.933,Red Line Bound
271,car,00:07:34.733,Red Line Bound
273,truck,00:07:35.399,Red Line Bound
274,car,00:07:37.199,Red Line Bound
275,car,00:07:38.733,Red Line Bound
